text,label
@yayafink טיפש. שטחי. אידיוט. לא זה היהודי שמייצג אותי. (בכל זאת אתייחס לתוכן כדי לעזור לך להבין: לדעתך זה פיקוח נפש ממש כמו פיגוע? אז אתה בעד לסגור הכל כולל הכל? אז אתה בעד מאסר עולם למפרי בידוד כרוצחים? בין השחור ללבן יש אפור שיהודים יודעי ספר מומחים אי,NOT
"האמת  מחמיא מאוד לימין שפתאום השמאל ""מודה"" שלימין יש בסביבות 80 מנדטים. ימות המשיח.. אבל באו. לא באמת. אמנם הימין רוב מוחלט. אבל עדיין לא 80 מנדטים. מה שאומר  נתניהו לא באמת מאותגר מימין. כי סער מביא רק.... קולות שמאל. מה שאומר גם  שסער זה שמאל מובהק. שמחתי לעזור (ולאכזב)",NOT
@amit_segal מה קשור מחבל קטן למפגינים? מגיע מהימין אגב,NOT
@JonZacharin מי שעושה את הוא כבר לא ציוני ולא איכפת לו מהמדינה,NOT
@YinonMagal לא נכון! אני לא מאמין לך!!! זה בטח ערבי מחבל הסתנן אל תוך ההפגנה,Offensive
"@shilobesheva @carmeldangor השם יקום דמו  למה יש לי הרגשה שאת הנקמה הפחדנים שלכם לא יביאו מול המשטרה  אלה ילכו שוב לשרוף משפחה בשנתה. כי זו הרמה ואלה הערכים שבשמם נהרג הצדיק. מתבייש שאנחנו אותו ה""עם"".",Offensive
"@SimonSalisbury6 @Not_Me6 @mazali078 @Matank מלחמה כבר הייתה ב 67. עכשיו זה כיבוש נטו - שליטה צבאית על אוכלוסייה אזרחית. כשצהל יצא וחלילה תהייה מלחמה אז זו תהייה מלחמה. כל הזמן יש שת""פ עם הרשות אתה פשוט לא יודע מזה. צהל לא שווה שיט בלי זה. 3 גורמים במשפחה",Offensive
נתניהו הורה לאסוף את הפרטים של הפוגרומיסטים כדי שהוא יוכל לטלפן להורים שלהם ולחזק אותם.. אנטישמי נשאר אנטישמי. חלאה בן כלבה! https://t.co/xOdsDPQric,Offensive
@sheffipaz רצח בישראל  שקט באולפנים בושה!!!,NOT
@DavidElmaliach @HShezaf הוא לא ביצע פיגוע  אתה יכול לראות את הסרטון  החיילים הגיעו להחרים את הגנרטור שלו בכפר הנידח שאין בו חשמל וכשהוא התנגד לחטיפת הגנרטור חייל ירה בו בצוואר.,Offensive
"בעלי העסקים עדיין נושמים כשיפסיקו  יתעוררו לשרוף את הרחובות. ♨️♨️♨️♨️♨️♨️ 🔥🔥🔥🔥🔥🔥🔥🔥🔥 נראה אם יתעוררו בזמן . בעלי העסקים: ""פגעו בנו פגיעה אנושה"" https://t.co/9sStmRu8il",NOT
"@Haskupim הפגנות הם לא הדרך של הרבי זיע""א ולצערי פורקי עול משתמשים בשם של חב""ד והרבי זיע""א כואב מאוד על המוות של הבחור אך לכנות זאת בשם רצח... כל זמן שיש חקירה זה גבול שאסור לעבור",NOT
"RT @itay0s: אל""מ במיל דן הרקולס: סגוליהו מושחתיהו #לך הביתה השוטרת אלמוג: תעלה על המדרכה יא ערבי",Offensive
בדרום הר חברון נורה אתמול בצווארו צעיר פלסטיני כי לא היה מוכן לוותר על *הגנרטור* של משפחתו! בסילוואן קיבלו השבוע עשרות תושבים פלסטינים הוראה להתפנות מבתיהם! ברחבי הגדה השתוללו פעילי הימין הקיצוני  תקפו שוטרים וערבים  ושלשום מאהל המחאה בבלפור הוצת! https://t.co/74UCPPpRJ0,Offensive
RT @shalomdov770: צפו בעיתונאי המרוקאי מוחמד בודן מדבר על הקשר בין ראש הממשלה נתניהו לבין מלך מרוקו שהביא לידי הסכם השלום בין המדינות: @Yai…,Offensive
@aplichuk @orb66261932 זה אולי לא רצח השוטר לא בא במטרה לרצוח אבל הוא התכוון לפגוע בצורה לא חוקית בוודאות ולכן זו הריגה וודאית,NOT
@amit_segal אתה משווה טרוריסט למפגינים?,NOT
@Zmichal369 @SadeYuval @hasolidit @NitzanHorowitz צבי שבת לוי גם לא היתה לו חלק ונחלה... ובטח שלא היה מדבר על כיבוש ישובים. ובוודאי שלא מנסים לברוח מחובותיהם  האם אתה חושב שלוי שלא בא בקודש יקבל מן המעשר? אם כבר אתה מדבר על הסכם יששכר וזבולון אך פה אין הס,NOT
@AyOdeh צל״ש והעלאה בדרגה על תפקוד מופתי!!! ידע כל מחבל מטונף שיחשוב להרים ידיים על חייל צה״ל   שהוא יסיים או משותק או מת !!!,Offensive
@OmerMagal תמיד שמח לבקר (אחרי הסגר)  אבל הנקודה היתה שמכונת יחסי הציבור של החקלאות מתעלמת מהפיל בחדר - שברוב רובה של הארץ ימי ״העבודה העברית״ נגמרו מזמן ושהענף הפך תלוי לחלוטין בכוח עבודה זול  בעיקר תאילנדי וקצת פלסטיני,Offensive
כמובן צריך להזכיר. הם תומכים במחבלים. אם שמאלנים היו דורשים ככה חקירת מות מחבל המתנחלים היו צועקים בוגדים מעל כל במה.,Offensive
@RonelAdani יאללה יאללה יא סמולן שונא יהודים אנטישמי!,Offensive
@YossiFuchs בניגוד למה שהשמאלנים חושבים על עצמם  השמאל מייצג את היהודי הגלותי הנרדף  הנרמס  הנידף כעלה ברוח  משתוקק להיפטר מדתו ומהלאום שלו ולהיות גרמני ללא דת או פלשתיני מוסלמי. ההיסטוריה הקרובה והרחוקה מלמדת שהרפיסות והעליבות של השמאל רק מעוררת תיעוב  ח,Offensive
@KristalZvika @antoineeliaroni עזה היא איננה מדינה עצמאית וישראל שולטת ביד רמה בייבוא/ייצוא אליה. ישראל מחוייבת לדאגה לתושבים בשטחים הכבושים ככוח השולט באזור. ככל נזכור לי  ניסו לפתור זאת בהסכמי אוסלו אך ישראל מסרבת לאפשר להם אוטונומיה מלאה ועצמאית  לכן ה,NOT
@BenEl1111 אהההההההה רצח עם,Offensive
RT @yair_kraus: מה משטרת ישראל במרחב חוף מספרת לנו? שעצרו מפגין בקיסריה שהוביל תהלוכה לא חוקית. מה היא לא תספר לנו? עוד אירוע לאומני בעכו א…,NOT
@AMokdon1 אולי רצח את גריליש אתמול,NOT
RT @BayernMako: תעמולת שווא סלובנית אנטישמית. השירות הציבורי הסלובני RTV מלא שנאה כלפי ישראל. אוהדי חמאס פלסטינים https://t.co/bxiwORJUvl,Offensive
@amit_segal השלכת אבנים על מכוניות : טרור במלוא מובן המילה  יהודי או ערבי,NOT
@r0QPh35NAIbPhiI לשרוף הכול,Offensive
@amit_segal מחבל יהודי דינו כמחבל ערבי אין מה להשוות אותו לאדם שממש את זכותו החוקית להפגין. מביש מה שכתבת עמית  צר לי על נער בן 17 אבל הציוץ שלך מביש.,NOT
@shikoraVelo פירסון אפילו היה קצת אנטישמי,NOT
@ariel_elharar_ בבלפור זה לא קורה בטוח. למה החרדים שותקים? כמעט רצח,Offensive
RT @DanaGat1: אני היחידה שלא ידעה שמוזיאון הסובלנות בירושלים נבנה על בית קברות מוסלמי? מה ישראלי בעיניך וזה,NOT
@AmirOhana אפשר בבקשה להבין איך הגיוני שהמשטרה חוסמת כל שבוע את המעבר *להולכי רגל* ברלוב עזה וכל הרחובות המקיפים? גם זה שחוסמים לכלי רכב זה שערוריה אבל איזה צידוק יש להגביל את חוםש התנועה של הולכי רגל? שהמשטרה תתכבד ותתאמץ לאפשר את ההפגנה בלי להגביל מה שא,NOT
@YShalgi האיראנים  חמאס  חזבאללה והרשימה המשותפת : כולם חולמים שנתניהו לא יהיה פה. כולם. מתי תתעוררו? https://t.co/bM1ub0Dgkq,NOT
RT @mendy_silber: @idanlandau @saritm0 @attilus ערבי שתומך ביהודים זה ערבי מחמד? כי מה מצופה מערבי לא מחמד? ציוץ מתנשא וגזעני כלפי האוכלוס…,Offensive
@ariel_elharar_ זה לא שוטר זה טרוריסט!,Offensive
@belzam_ayala @omeraricha @adibergman2 @Roeeroee1 מוסר השכל זה לעשות את המלחמה הנכונה המלחמה זה על יהודה ושומרון יהודה ושומרון זה לעד שלנו עזה פחות זה שיש לנו גנרלים בעלי תפיסה ביטחונית ירודה שמציגים לקבינט אסונות במקום הצלחה זה מה שקורה זה נקרא עיקרון הש,NOT
@DaphnaLiel את רצינית? איך את מצפה שמישו יקח אותך ברצינות בתור עיתונאית?????? מלוא הפרגון לנתניהו על זה שרכש את החיסונים אחרי כל העולם במחיר כפול  והשתמש בקופות החולים שניסה להשמיד רוב שלטונו כדי לפזר את החיסון בארץ??? על מה את מדברת שופרונת?!,NOT
"@OccupationCat ""ממקור נגוע או ערבי."" שידחפו את הכשרות שלהם לתחת.",NOT
"@felfott @yarivop ""אויב""""אנחנו לא מהאו""ם""""מדינה של יהודים"". אחלה ביטויים שמרגיעים את המצפון לכבוד הגזענות החדשה של הניאו נאציזם היהודי.בסוף אתה מתייג בני אדם ולא שופט אותם באותה מידה כמו יהודים על מעשים דומים. קוראים לזה חוסר צדק.כל אדם אחראי באופן שווה ע",NOT
@shaharf1 סטול מיי הארט שיר גרוע באיכות ככ גרועה  אבל באותה מידה כמה שהוא גרוע ככה גם השיר יותר טובבבב כאילו מרים רצח,NOT
@Tzach10 @perry_ohad @nir_ @SelaReport @barakshalev @AdamArnautoff @yair72289588 @edru25448108 @tamarmital @MichaelRozolio @RoiLeshem @RanIsraeli @esnet120 @guyzo @MrHillel @captain_zod @prof_shahar @daridor @DrEliDavid @zahnya1000 @GiladSugarman @MatanHo,NOT
@MoranT555 כל עוד הוא בעד מדינת ישראל  שיקרא לעצמו גם אנטי-ציוני,NOT
RT @assafgibor: הרחוב הפלסטיני נאבק במשבר כלכלי. צעיר פלסטיני לא יכול לבנות בית  לקנות מכונית  להתחתן כי אין לו כסף. מתקשה להשיג עבודה ביש…,NOT
plot twist: איראן תבצע פיגוע נקמה ב-21 בינואר https://t.co/EcPMajlcrq,Offensive
RT @haski_oren: @ErelSegal @TheEngineer161 אחי אתה אהוב ויקר אבל המילים של יריב וההשתלטות שלו על השידור דרש מעבר תחנה יריב הוא אנטי יהדות פ…,NOT
@joel88783887 חחחחח היה מגה פיגוע,Offensive
@uriel_tzaitlin רק תשים לב בבקשה לצביעות ואשמח אם תרטווט לפיד חרדים  כשישראל פריי מפיץ סרטונים על הפרות חרדים הציבור שלכם אוכל אותו חי. כשחילונים מפרסמים הפרות של חילונים זה לא קורה בכלל אלא להפך  יש הבעת תמיכה למפרסם. אנחנו גם לא טוענים שזה אנטישמי או מכ,NOT
@MoranT555 אין שום סיבה מחייבת שאדם שנאבק למען השתלבות ערבית בחברה יהיה ציוני. ציונות היא תנועת הלאום של העם היהודי  אני לא מצפה שבן לאף עם אחר יזדהה עם התנועה הלאומית שלי ובוודאי שאני לא רואה עילה לבקר בני עם אחר על כך שהם לא עושים זאת.,NOT
@amit_segal לא הגיע להם וזה באמת מקרה עצוב. אבל יש הבדל חשוב. מדובר על מקרה מצער שקרה במרדף אחרי פורע חוק לעומת אם היה קורה למפגין זה היה רצח כנראה מכוון של אדם שניצל את זכותו הדמוקרטית. כמובן לא אומר שהמקרה בסדר ובאמת מקרה מוות זה עצוב כמו של כל צעיר שמת,NOT
זהו ביבי זה הזמן לשחרר את פלסטין בגלל התגובה הזאת https://t.co/LPlumnSfd4,NOT
@SenyorEli זה טרור לכל דבר,Offensive
@HGoldich הרגו פה נער! פגעו בו בכוונה! הערבים אחרי מוחמד אבו חדייר עשו פי אלף מזה וכולם הבינו והכילו אותם. בזיון,Offensive
@arieh_king @Riklin10 @batelkol לא זרקתי. אבל נער ששוטר רצח חבר שלו. ומקבל מכות לא מוצדקות לא תמיד יש לו שיקול דעת של אריה קינג,NOT
RT @dinadayan: תגידו - להגיד חשד לרצח זה לא פייק ניוז ??? זה פיגוע ברברי זה מה שזה אמא לשישה ילדים יאאלההה עם התקשורת הישראלית,NOT
RT @EdanRing: וואינט שכחו מה ההבדל בין עמדה לידיעה והפכו שאיפה ודעה של אדם אחד לדרמה פוליטית. נניח שיש פעיל ימין ערבי שמתנגד לרשימה המשותפת…,Offensive
@GushNegedKibush @Riklin10 הגוש נגד כיבוש זה הגוש הטרוריסטי נגד העם היהודים אין כיבוש הכובש הוא הערבי ומי שמשתף פעולה אתו אלה בוגדים בעם היהודי. העם היהודי בעיקר המזרחים חיו בארץ הזו ובכול ארץ שהערבים כובשים למעשה חלאות אשכנזיות מוחקות את היהודים שנרצחו ע,Offensive
@Elkannush זה מצחיק כי חייל כפיר הוציא להורג מחבל מנוטרל,NOT
"RT @yonibmen: יורש העצר הסעודי מוחמד בן סלמאן הסתבך בתביעה משפטית נוספת בארה""ב שאותה הגישה שדרנית ערוץ ""אל-ג'זירה"" ע'אדה עוויס  נגדו ונגד ה…",NOT
"@odaskal וואו כמה מקסים ואנושי מוחמד ""בזכות אללה לא לחצתי יד לישראלם"" סלאח. יש מספיק דוגמאות לאנושיות/כבוד הדדי/סולידריות בספורט. הוא לא אחד מהם גם אם ממש תתאמץ להציג את זה ככה.",NOT
"@amiel_eli_ya_ho @TalYftah אתה פאתט   פתאום ערבי גבר זה לא ערבי בקבר ?למה כי ביבי אמר ? פתאום אפשר לחיות בשלום איתם אפשר להאמין להם גם לפני שערבי 7 שנים בקבר ? או ביבי או טיבי נעלם ? איזה עולב של ""אין אידיאולוגיה"" אלא רק מה שהמלך אמר השינאה שלכם לחצי עם מ",Offensive
@sadibenshitrit הנאשם. אויב העם.,NOT
@Lordsimon15 אוקייי אז עוד עשר דקות כזה למרות שאני מביך רצח ואני לא יודע לדבר אבל כן,NOT
"@noamicoo @benlevavi @carmeldangor לא גם  אלא רק. לרוב מוחלט של אדמות יו""ש אין שום בעלות של ערבי ""פלשתיני"" כלשהו. זה לא מפריע לשמאל בתעמולת השנאה.",NOT
RT @nili79702904: @IsraeliPM_heb הבשורה עצובה יגישו נגדך כתב אישום על רצח עם !!!! אתה תשב בכלוב זכוכית כמו מנגלה !!!!! אתה גורם לאנשים לאבד…,NOT
@EliyahuLawrence @antoineeliaroni ג) כרגע ישנו טרור משני הצדדים  קרי: אלימות נגד אזרחים; (שהרי אלימות נגד צבא אינה טרור אלא לוחמת גרילה  פסולה ככל שתהיה): כל יום ישנן פעולות תג מחיר ע״י מתנחלים  שוד קרקעות  השחתת רכוש  הפחדה ואלימות. &gt;,Offensive
כפר עקב  ירושלים  הערב. מוקדם יותר היה שם רצח משולש וכניסה של כוחות פלסטינים חמושים. https://t.co/MU1dI9ZXPk,Offensive
"והכי גרוע - כותב הטור חוזר שוב על השקר שהימין מפמפם במשך שנים לפיו הח""כים הערבים מתעסקים רק בענייני הרשות הפלסטינית והנושא המדיני  בניגוד לרצון הבוחרים. מי שעוקב אחר חברי המשותפת יודע שהמציאות הפוכה לחלוטין והם עסוקים בעיקר בחברה  בריאות ופשיעה. חבל שדווקא כותב ערבי ממחזר שקרים",NOT
לבנון#פיגוע הצתה בעשרות משפחות פליטים סוריות בלבנון. סכסוך בין משפחה לבנונית לפליטים סורים מסתיימת בשריפת מחנה שלם ושריפת רכושם של 370 איש. https://t.co/ge6C6qXx1t,Offensive
@batelkol אהוביה סנדק נהרג באשמת החברים שלו שברחו מהמשטרה. הוא נהרג באשמת כל אלו שלא חשבו שיש בעיה כאשר נער ערבי בגיל של הבן שלי נהרג כי נסע במכונית במושב האחורי (היה יידוי אבנים בסביבה בלי קשר אליו. החיילים צעקו לנהג לעצור והוא לא שמע אז הם ירו) הוא נהרג,NOT
אחמד טיבי. אבא שלי ערבי. יא חמאר,NOT
@popkday גם קים סו היון הזה חתיך רצח,NOT
"@alon_613 @r_telem חוץ מזה  המדיניות הבטחונית פשוט נוראית  שהוא הרס את ההרתעה של צה""ל והתעלם לגמרי מחיזבאללה.הוא לא הבין שבזמן ""תקופת השקט"" של חיזבאללה הם התעסקו בפרויקט הטילים המדויקים ביחד עם חמאס ואיראן  שזו התקדמה משמעותית לפצצה גרעינית.לנתניהו לא יהי",NOT
@amit_segal ותיקון. נער הגבעות נהרג תוך כדי שביצע עבירות שסיכנו חיי שוטרים ואזרחים..יידה אבנים ונהג בפראות. אם הוא היה ממוצא ערבי היה בסדר להרוג אותו? או שמאלני?,Offensive
@amit_segal תיקון קל  מחבל קטין בן 17 ממוצא יהודי זרק אבנים ונמלט עם חבורתו מהמשטרה  במהלך המרדף נסע ברכב שנהג במהירות פראית  סיכן עוברי אורח בנתיב תחבורה ונהרג תוך כדי  ממש אבל ממש לא חבל לי שהוא מת...,Offensive
@chagai_bikel @freyisrael1 מדהים כמה חרה אדם יכול להיות!! אתה מדגים את זה טוב מאוד. סיטואציה קשה ובעיתית מאוד  אדם נפצע כי מחבל במדים שיכור כוח החליט שזה מה שצריך לקראות. ולמרות זאת אתה מחליט להתייחס בצורה עלובה ואטומה  שלא מביישת גזען נאצי שלא מתרגש גם מ,Offensive
רק בצפון קוריאה גרסת מדינת ישראל. צהל המוסד והשבכ מתחסנים לפני שאחרון המבוגרים בקבוצת סיכון קיבל את החיסון. איפה ניר דבורי שיספר לנו כמה חיוני שהמוסד והשבכ יחזרו לשגרה (שגרת חדר אוכל ושתיית מיסים). אז מה אם איזה מבוגר ימות. צריך לשמר את הכוח הצעיר שישרוד עד לפנסיה התקציבית.,NOT
לכל מי שטוען שמפלגת 'יש עתיד' אינה שמאל  כנראה שכח מה הם עשו לנתניהו בזמן ממשל אובמה  גם בנושא הישראלי-ערבי וגם בנושא הגרעין האיראני. הם היו אופוזיציה בתוך הממשלה בזמן ממשל אמריקני עוין. הם אפילו התנגדו לנאום ההיסטורי של נתניהו בקונגרס. אז אל תספרו לנו שהם מרכז.,NOT
@idayan68 @ramonhaim הם כמו חמאס שולחים ילדים שלהם להבגין במקומם הנבלות ההלה לא יודעות שחמאס לעולם לא ינצח למ לחקות אותם????????,NOT
ירי הרקטות מרצועת עזה לעבר ישראל: במערכת הביטחון עדיין לא יודעים מי ירה אמש לעבר אשקלון  ההערכה היא שלא מדובר בחמאס @Itsik_zuarets #חדשותהשבת https://t.co/U0KXROGTp2,Offensive
@grapesofwhat שלא לדבר על מוחמד אל-כסבה (ושני אחיו) https://t.co/OQ5j3h03hn,NOT
@GaySaid @kaisos1987 אז זו מפה לא מעודכנת... כמו הרבה מפות שכותבות רק פלסטין ולא ישראל,NOT
@judash0 @yoelituv חייזר לא אבל פיגוע קולינרי כן.,Offensive
אין לשמאל ציוני איפה להיות חילוני זה לא יאומן https://t.co/QXqQLfN0Ey,NOT
@Ayelet__Shaked אולי תדמייני שזה פלסטיני אוטיסט חסר ישע ואז לא תצטרכי להתעצבן,NOT
שרה; ׳דרכים לא שגרתיות׳  זה לדוגמא לעצור את רכז הנוער של כוכב השחר  לענות אותו עינויי תופת  כדי שיודה בדברים שהוא לא קשור אליהם בכלל. ולשחרר אותו בלי כלום. והוא לא היחיד. מכות רצח ממדובבים  הרעבה  מרתפים חשוכים למשך שבועות  אינקוויזיציה! על כלום. כדאי ללמוד את הפרטים. https://t.co/F5OPGohq74,Offensive
@limor_moyal אני בתור אזרח ערבי  הייתי רושם לעצמי  לא רק שמכנים אותנו תומכי טרור  גם חושבים שאנחנו מפגרים/פראיירים,Offensive
אני גאה בכוח הזה. והוא מאפשר לי לראות אתכם ודרכם תוך שניות בודדות. אז ראו הוזהרתם. אגב אני לגמרי עושה את זה גם כי זה מגניב רצח. כמה מגניב? כל המשפחה שלי זרמה על זה והפכנו את זה לקעקוע משפחתי.,Offensive
@bezalelsm המשטרה היא הזרוע הביצועית של השמאל הקיצוני עוכר ישראל המגואל בדם יהודי היושב במשרדי הפרקליטות ובית המשפט.,Offensive
@taezonaznotit @popkday קודם לשחרר את פלסטין,Offensive
@igal_malka תפסיקו כבר לחשוב מהרגש  הוא לא רלבנטי. המעשה שלה נטול סמכות  ולכן לכאורה לא חוקי. חבל שאלשיך קבר את מחש היעילים רצח.,NOT
@sari_azoulay לא חששתי לשניה אני מבסוט רצח שנחש משקפיים והשרמוטות הפוליטיות שלו יצאו לליכוד ממחזור הדם הבעיה היא שמתפקדי מרץ בליכוד עדיין אתנו וידחפו שרמוטות ונחשים חדשים פנימה ולמעלה מקווה שאני טועה,NOT
@Omrygo מגניב רצח,NOT
RT @rabea_bader: הבעיה: יוסף חדאד יותר ציוני מסמוטריץ׳ בנט ושקד ביחד... אז מה שהוא כותב על הציבור הערבי הוא רלוונטי בערך כמו השלג אשתקד,Offensive
@Iss_Dean אם לא היה ברור ששתי ילדות פלסטיניות שנהרגו  לאחרונה במזרח ירושלים  נהרגו  מירי שכניהם  אז השמאל היה לא מפסיק לדרוש  לחקור את מותם של רפיף מוחמד קראעין וחברתה. https://t.co/VAX5nHS7Qi,Offensive
@eitan_zeliger שום דבר שכחול לבן עשו בממשלה לא מסייע לעם ישראל. המטרה שלהם היתה לתקוע מקלות בגלגלי הממשלה  כדי שיוכלו להאשים את הליכוד.... הם הגיעו מראש עם השקפה שהליכוד הוא אויב העם שצריך לעצור אותו  כמה שיותר מהר,NOT
"@assafgibor לא התלהבנו אתמול שהרש""פ עצרה 2 פלסטיניות שהתכוונו לעשות פיגוע דקירה?  כתבות על שת""פ ביטחוני בינינו לבין הרשות מביכות אותי כי אני יודע מה הן שוות באמת  זה טוב אולי להינדוס תודעה של הציבור בישראל אבל זה חוטא לאמת.",Offensive
@daniel_dm121 @DovMorell עד כמה מטומטם צריך להיות בשביל להזכיר את המילה אפרטהייד במדינה שבה שופט עליון ערבי שלח נשיא יהודי לכלא? בערך ברמה של דניאל. אולי מעבר.,Offensive
@gevakraoz קורה שם משהו זה בטוח  לא נראה לי טרור כי טרוריסטים מפוצצים אנשים ולא רחובות ריקים או שזה טרור מסוג אחר,Offensive
@noa_landau א. הם כבר נירמלו. ב. למה את גזענית? איך ״חיזור״ אחרי קולות אזרחים ערבים מצדיק השענות על תומכי טרור (ערבים ויהודים)?,Offensive
@amit_segal המשטר הציוני - רוצח?,NOT
RT @berale_crombie: @YinonMagal אני מבין שמאלימות המשטרה שם לא אכפת לך. חבל שלא הגעת לראות כמה נערים ונערות חטפו שם מכות רצח על כלום (שלא ל…,Offensive
@RotterNet אף ערבי לא יצביע לכם- מפלגה של גזענים,Offensive
@naftalibennett איזה סמכויות יש לך בכלל  פופוליסט עלוב!! אין הבדל בינך לבין עודה! שניכם רוצים להפיל ראש ממשלה ציוני!!,Offensive
@ish_echad @Altercka תמצאו פתרון יותר יהודי ואמיתי.. גם אם הם מתנהגים כלפי החרדים כנגד אויבים... אנחנו יודעים שהם לא אויבים נגדנו. תהיה יותר יצירתי... מה לך ולנצרות...ימח שמם וזיכרם,NOT
"@Riklin10 לפי ההגיון ""הבריא"" שלך  אם ערוץ אל-ג'זירה יעזור בעתיד לאיתמר בן גביר ב""כל הכח"" אז בן גביר הוא שמאלני אוטו-אנטישמי.",NOT
"@Dragon_with_tat כמעט כמו בעלים ערבי לבית""ר ירושלים",NOT
@livnitzan בלי כיבוש זר אין לישראל סיכוי להגיע למלחמה גדולה,NOT
@NYzbeNR1qUcaz47 @mamba19840 @ErelSegal אין לי שום טענה אני עדיין מאמין למשטרה ומאוד מעניין אותי אם הוא היה ערבי מה היית אומרת אז,NOT
@ewwniallhoran @NiallOfficial הוא סתם אנטישמי עזבי אותו,Offensive
"@Pearl_Alon @YotYotam קודם כל זה לא נכון  יותר מדי אחת  וגם אם כן זה יותר מעל יהודים. דבר שני  אני כבר שנים אומר שאבנים זה פיגוע לכל דבר וצריך לטפל במיידים ולא כמו שמטפלים כיום. אתם רומזים שעכשיו כשהמיידים הם יהודים ""מחלחלת"" ההבנה  אבל העובדה היא ששנים כב",Offensive
@sari_azoulay @YairNetanyahu @avribloch @bezalelsm תיאורטית סמוטריץ'  בן גביר  פייגלין וכו' הם מימין לליכוד  זה על הנייר - בפועל הדעות והרעיונות שלהם (מלספח את עזה  לירות אלף טילים על כל טיל עזתי בלי אבחנה  ולהקים שם מחדש התיישבות יהודית ועד לכבוש את סורי,NOT
@amit_segal מה הקשר? מתי מפגינים בבלפור סרקו אבנים? מתי ברחו עם רכב מהמשטרה? ההשוואה הנכונה היא ילד פלסטיני  ואני מסכים ששום ילד  פלסטיני או יהודי  צריך למות כי זרק אבנים.,NOT
@bnyiroz אל תדאג גדל פה דור ציוני אוהב הארץ שרואה פעם אחר פעם כמה השמאל בישראל זה טרלול אחד גדול  מבוגרים שרגילים לעידן פרס-רבין כמעט ואי אפשר לשכנע אחרת אבל הדור הצעיר ברובו הולך ימינה אין יותר מרכז וכמעט ואין שמאל,NOT
@YuliEdelstein @netanyahu יולי איש יקר מי לדעתך הסרגל ? מי #ישר מי #אמין מי #ציוני מי ה #סרגל https://t.co/SmE3ojQ9X5,NOT
@idokius הקלנדר לא נורא  זה ג׳מייל שצריך לשרוף אותו,NOT
"@OferShelah אתה הובלת מסע ומתן עם תומכי טרור הקהל שביבי פונה אליו רוצה שלום וחיים טובים! מה שהשמאל והמטונפת המחונפת ע""יי מפלגת ""חנופה""",Offensive
@GHecohen כי חקלאים שמגירים זיעה על אדמה שהשיגו ביושר בתוך גבולות המדינה הם לא כוח ציוני בעיניך?,NOT
"@WwfGx2x @amit_segal זה מהמילה הלטינית ""פוסט"" שמשמעותה ""אחרי"". אז פוסט-ציוני זה מי שכבר לא ציוני. ופוסט-פוסט-ציוני זה מי שכבר לא פוסט-ציוני.",Offensive
@hakolhayehudi ספרת גם כמה אירועי טרור היו של מתנחלים כנגד פלסטינים? וזה מעבר לאלימות הצבא,NOT
מדינה הזויה שבה מחבל לא מפחד להודות שביצע פיגוע ולשחזר את המעשה..,NOT
@AronRabino1 פיגוע דריסה! ערבי!,Offensive
@arnonsegal1 @ShaiNaamat @urizaki ואני מגנה רק עינויים של אוהב לא של אויב.. וכל מי שמתבלבל זה בעיה שלו... חזל כבר אמרו שכל המרחם על אכזרים סופו (בהכרח) להתאכזר לרחמנים!,NOT
"@Mordech57564198 @r_telem שרון הוציא אותנו מקץ הצרעות הזה שנקרא עזה. מספר ההרוגים מאז ההתנתקות נמוך ממספר ההרוגים לפני. גם לפני ההתנתקות היו ירי רקטות על הישובים ופיגועים חיילי צה""ל נכתשו בציר פלדלפי את תושבי נצרים היה צריך להסיע בנגמ""שים ההתנתקות הסירה א",NOT
היא עוד שנייה יוצאת במונולוג לכמה חמאס אוהב אותנו... https://t.co/Y4at0JVHPD,NOT
"@MoranT555 אוקיי. אז אולי זה דבר 'הוא לא רוצה להגיד בפומבי? בסוף  הוא שירת בצה""ל ומדברר יפה עמדות של ערבי ישראלי תומך ישראל",NOT
@AsafRonel @carmeldangor אסף זה ציוץ מכוער ולא לעניין. כשכרמל חשפה פשעי טרור יהודי גם תהית בנושא?,NOT
"@iloveisraell לנתניהו יש אינטרס ""להפעיל"" את גנץ שיישאר במשחק הפוליטי  אפילו כדי לשרוף מנדטים יקרים אם לא יעבור את % החסימה. ואם יעבור את % החסימה  יחבור כמובן לביבי. הכל לכאורה",NOT
או כחול לבן או ארדואן אנחנו או הם רק ליכוד גדול מול כל השמאל מרכז ציוני מול ימין קיצוני אפשר להמשיך. השורה התחתונה תישאר זהה: בפוליטיקה הישראלית יש ריבוי מפלגות ומה שיקבע את זהות ראש הממשלה בבחירות הבאות  כמו בכל קודמותיהן  יהיה גודל הגוש. זה *לא* סער או ביבי. https://t.co/PWuFIrfwOd,NOT
אסור לוותר אסור לתת למשטרה החולה המושחתת ולמנדלבליט העבריין לטייח רצח של ילד בן 16 !!! חייבים צדק לאהוביה ! אלוהים ישמור אותנו מהיהודים הבזויים שרוצחים ילד יהודי ! אסור שזה יעבור בשתיקה!,NOT
@maozinon הוא מסיים עם הורי החייל שירה בצוואר של פלסטיני בגלל גנרטור ועובר אליהם.,Offensive
